epoch	train_loss	val_loss
1.000000	9.743305	9.318435
2.000000	-1.761666	-4.157519
3.000000	-5.097927	-6.205635
4.000000	-6.638789	-7.548426
5.000000	-7.364817	-6.702870
6.000000	-7.878202	-8.166398
7.000000	-7.955058	-7.938782
8.000000	-8.632088	-5.245512
9.000000	-8.860125	-7.811789
10.000000	-9.139232	-10.407316
11.000000	-9.340389	-9.568919
12.000000	-9.786744	-9.660631
13.000000	-10.056804	-10.884894
14.000000	-10.540821	-10.424652
15.000000	-10.637803	-11.651899
16.000000	-11.090979	-11.731418
17.000000	-11.500175	-12.258309
18.000000	-11.874255	-11.950213
19.000000	-12.100826	-11.607609
20.000000	-12.487707	-12.790320
21.000000	-12.842308	-12.628096
22.000000	-13.156890	-12.663983
23.000000	-13.390418	-14.330295
24.000000	-13.376657	-13.790138
25.000000	-13.902193	-14.816202
26.000000	-14.274868	-15.119039
27.000000	-14.183146	-14.836927
28.000000	-14.491715	-13.922914
29.000000	-14.621310	-16.270515
30.000000	-14.789739	-15.409569
31.000000	-15.096976	-14.701099
32.000000	-14.967896	-14.665848
33.000000	-15.318012	-15.678052
34.000000	-15.424741	-16.434698
35.000000	-15.614339	-15.361063
36.000000	-15.492361	-16.994856
37.000000	-15.820553	-15.661692
38.000000	-15.833323	-17.136136
39.000000	-16.060885	-16.927070
40.000000	-16.117665	-16.269196
41.000000	-16.078329	-16.729861
42.000000	-16.373350	-16.695954
43.000000	-16.332712	-16.795069
44.000000	-16.494719	-16.567090
45.000000	-16.653275	-18.032726
46.000000	-16.782112	-17.902936
47.000000	-16.585942	-16.331069
48.000000	-16.721629	-18.045413
49.000000	-16.841077	-17.065705
50.000000	-16.905845	-18.514056
51.000000	-17.066410	-18.125533
52.000000	-17.038809	-18.909915
53.000000	-17.213693	-18.629281
54.000000	-17.278644	-18.607767
55.000000	-17.368249	-17.953884
56.000000	-17.482303	-19.339316
57.000000	-17.742756	-18.253984
58.000000	-17.695653	-19.027777
59.000000	-17.731902	-17.924920
60.000000	-17.929490	-19.042385
61.000000	-17.998046	-19.511539
62.000000	-18.102230	-18.581795
63.000000	-17.918513	-19.987206
64.000000	-18.168801	-19.463553
65.000000	-18.308670	-19.077810
66.000000	-18.384853	-20.119824
67.000000	-18.361441	-20.116809
68.000000	-18.458379	-19.757078
69.000000	-18.584633	-19.808612
70.000000	-18.690276	-20.228177
71.000000	-18.708029	-20.407208
72.000000	-18.767916	-19.713598
73.000000	-19.022378	-20.972538
74.000000	-18.836048	-20.433673
75.000000	-18.876383	-19.903428
76.000000	-19.112631	-19.964725
77.000000	-19.103147	-20.891649
78.000000	-19.334128	-18.882447
79.000000	-19.360749	-21.794442
80.000000	-19.456414	-21.215793
81.000000	-19.461044	-20.608204
82.000000	-19.565184	-21.407242
83.000000	-19.778339	-21.642103
84.000000	-19.733891	-21.156975
85.000000	-19.930187	-22.004701
86.000000	-19.836818	-21.605177
87.000000	-19.955880	-21.871013
88.000000	-20.012844	-20.208992
89.000000	-20.010398	-22.061830
90.000000	-20.015920	-21.531718
91.000000	-20.212744	-21.391472
92.000000	-20.295867	-21.543202
93.000000	-20.236761	-21.898496
94.000000	-20.344806	-21.584845
95.000000	-20.404290	-21.374973
96.000000	-20.397035	-22.058076
97.000000	-20.581280	-22.160107
98.000000	-20.636977	-21.957360
99.000000	-20.546950	-21.680812
100.000000	-20.816818	-22.495819
101.000000	-20.863998	-22.781807
102.000000	-20.826925	-22.646059
103.000000	-20.919379	-21.950502
104.000000	-20.985723	-22.571189
105.000000	-21.025079	-22.955394
106.000000	-21.008997	-22.825054
107.000000	-21.089735	-23.101294
108.000000	-21.216700	-22.290672
109.000000	-21.306078	-23.084150
110.000000	-21.343686	-22.966162
111.000000	-21.394096	-23.258594
112.000000	-21.322995	-23.011272
113.000000	-21.432286	-22.971948
114.000000	-21.632816	-23.069325
115.000000	-21.562470	-22.829038
116.000000	-21.594745	-23.169977
117.000000	-21.619629	-23.433054
118.000000	-21.700801	-23.300216
119.000000	-21.885120	-23.456531
120.000000	-21.872458	-23.210048
121.000000	-21.806268	-23.618906
122.000000	-21.853941	-23.610653
123.000000	-22.024604	-23.166722
124.000000	-22.001189	-23.422215
125.000000	-22.017440	-23.050040
126.000000	-22.058084	-23.740188
127.000000	-22.110485	-23.692492
128.000000	-22.256718	-23.858033
129.000000	-22.225940	-23.873543
130.000000	-22.208075	-23.842669
131.000000	-22.243452	-23.826559
132.000000	-22.189048	-23.740462
133.000000	-22.293643	-24.073333
134.000000	-22.273045	-23.911541
135.000000	-22.468624	-23.894289
136.000000	-22.366525	-23.861871
137.000000	-22.533888	-24.033543
138.000000	-22.495263	-23.988165
139.000000	-22.450287	-23.922649
140.000000	-22.522740	-24.120129
141.000000	-22.557296	-23.996148
142.000000	-22.566213	-24.051604
143.000000	-22.643785	-24.066300
144.000000	-22.609595	-24.114790
145.000000	-22.504269	-24.018826
146.000000	-22.539776	-23.996266
147.000000	-22.655646	-24.043641
148.000000	-22.682174	-24.127651
149.000000	-22.621970	-24.071571
150.000000	-22.651516	-24.097206
